id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	$\alpha{-}cells$|$\alpha{-}cells$	$\alpha{-}cells$|$\beta{-}cells$	$\alpha{-}cells$|$\delta{-}cells$	$\alpha{-}cells$|Acinar cells	$\alpha{-}cells$|Ductal cells	$\alpha{-}cells$|PP cells	$\alpha{-}cells$|Stellate cells	$\beta{-}cells$|$\alpha{-}cells$	$\beta{-}cells$|$\beta{-}cells$	$\beta{-}cells$|$\delta{-}cells$	$\beta{-}cells$|Acinar cells	$\beta{-}cells$|Ductal cells	$\beta{-}cells$|PP cells	$\beta{-}cells$|Stellate cells	$\delta{-}cells$|$\alpha{-}cells$	$\delta{-}cells$|$\beta{-}cells$	$\delta{-}cells$|$\delta{-}cells$	$\delta{-}cells$|Acinar cells	$\delta{-}cells$|Ductal cells	$\delta{-}cells$|PP cells	$\delta{-}cells$|Stellate cells	Acinar cells|$\alpha{-}cells$	Acinar cells|$\beta{-}cells$	Acinar cells|$\delta{-}cells$	Acinar cells|Acinar cells	Acinar cells|Ductal cells	Acinar cells|PP cells	Acinar cells|Stellate cells	Ductal cells|$\alpha{-}cells$	Ductal cells|$\beta{-}cells$	Ductal cells|$\delta{-}cells$	Ductal cells|Acinar cells	Ductal cells|Ductal cells	Ductal cells|PP cells	Ductal cells|Stellate cells	PP cells|$\alpha{-}cells$	PP cells|$\beta{-}cells$	PP cells|$\delta{-}cells$	PP cells|Acinar cells	PP cells|Ductal cells	PP cells|PP cells	PP cells|Stellate cells	Stellate cells|$\alpha{-}cells$	Stellate cells|$\beta{-}cells$	Stellate cells|$\delta{-}cells$	Stellate cells|Acinar cells	Stellate cells|Ductal cells	Stellate cells|PP cells	Stellate cells|Stellate cells
CPI-SS00797FD15	EDA_EDA2R	simple:Q92838	simple:Q9HAV5	ENSG00000158813	ENSG00000131080	True	False	True	guidetopharmacology.org	False	0.799	0.483	0.949	0.577	0.132	0.817	0.183	0.709	0.432	0.91	0.577	0.081	0.778	0.234	0.316	0.193	0.697	0.397	0.051	0.487	0.153	0.718	0.495	0.787	0.688	0.192	0.679	0.315	0.859	0.727	0.838	0.808	0.214	0.889	0.486	0.153	0.111	0.303	0.123	0.021	0.214	0.072	0.394	0.334	0.565	0.394	0.112	0.475	0.222
CPI-SS04C672963	ESAM_ESAM	simple:Q96AP7	simple:Q96AP7	ENSG00000149564	ENSG00000149564	False	False	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
CPI-SS08C78576B	GPHA2_EPHA6	simple:Q96T91	simple:Q9UF33	ENSG00000149735	ENSG00000080224	True	False	True	InnateDB-All	False	0.94	0.546	0.0	0.697	0.778	0.949	0.817	1.0	0.79	0.0	0.85	0.91	1.0	0.85	0.868	0.381	0.03	0.433	0.613	0.645	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.666	0.06	0.799	0.829	1.0	0.97	0.564	0.303	0.0	0.385	0.535	0.516	0.423	1.0	0.777	0.0	0.919	0.94	1.0	0.97
CPI-SC01C699B73	COL6A6_a10b1 complex	simple:A6NMZ7	complex:a10b1 complex	ENSG00000206384		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC07ECBFCA7	COL1A1_a10b1 complex	simple:P02452	complex:a10b1 complex	ENSG00000108821		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.705	0.585	0.675	0.765	0.765	0.675	0.594	0.484	0.432	0.492	0.513	0.462	0.462	0.432	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC067433F6B	COL3A1_a10b1 complex	simple:P02461	complex:a10b1 complex	ENSG00000168542		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0B6F1A278	COL4A1_a10b1 complex	simple:P02462	complex:a10b1 complex	ENSG00000187498		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.97	1.0	1.0	1.0	1.0	0.97	1.0	0.949	0.949	1.0	1.0	0.949	0.97	0.171	0.141	0.171	0.201	0.171	0.171	0.141	1.0	0.94	1.0	1.0	1.0	1.0	0.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0D19BAF15	FN1_a10b1 complex	simple:P02751	complex:a10b1 complex	ENSG00000115414		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.94	1.0	1.0	1.0	1.0	0.94	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.171	0.111	0.201	0.201	0.231	0.171	0.111	0.97	0.94	1.0	0.97	0.97	0.97	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0F516B854	COL5A2_a10b1 complex	simple:P05997	complex:a10b1 complex	ENSG00000204262		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.97	1.0	1.0	1.0	1.0	0.97	0.94	0.808	0.94	0.97	0.94	0.949	0.838	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.94	1.0	1.0	1.0	1.0	0.97	0.697	0.435	0.667	0.748	0.727	0.667	0.495	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC011F01833	COL1A2_a10b1 complex	simple:P08123	complex:a10b1 complex	ENSG00000164692		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.88	1.0	1.0	1.0	1.0	0.91	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.91	0.91	0.91	0.94	0.91	0.94	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0FA79E269	COL4A2_a10b1 complex	simple:P08572	complex:a10b1 complex	ENSG00000134871		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.474	0.384	0.504	0.555	0.534	0.504	0.384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC04936738A	COL11A1_a10b1 complex	simple:P12107	complex:a10b1 complex	ENSG00000060718		True	False	False	curated	True	1.0	0.0	1.0	1.0	1.0	0.757	0.162	1.0	0.0	0.97	1.0	1.0	0.796	0.192	1.0	0.12	1.0	1.0	1.0	0.685	0.222	1.0	0.042	0.97	1.0	1.0	0.646	0.183	0.949	0.132	0.91	1.0	1.0	0.676	0.264	0.97	0.051	0.91	1.0	1.0	0.646	0.162	0.0	0.0	0.03	0.06	0.0	0.03	0.03
CPI-SC02B111AB0	COL6A1_a10b1 complex	simple:P12109	complex:a10b1 complex	ENSG00000142156		True	False	False	curated	True	1.0	0.97	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.304	0.214	0.355	0.415	0.325	0.325	0.235	1.0	0.918	1.0	1.0	1.0	1.0	0.948	0.766	0.604	0.787	0.796	0.787	0.736	0.655	0.325	0.231	0.346	0.406	0.355	0.355	0.261	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0CE851065	COL6A2_a10b1 complex	simple:P12110	complex:a10b1 complex	ENSG00000142173		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC07375C073	COL6A3_a10b1 complex	simple:P12111	complex:a10b1 complex	ENSG00000163359		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.85	1.0	1.0	1.0	1.0	0.88	0.898	0.534	0.868	1.0	0.979	0.697	0.606	1.0	0.799	1.0	1.0	1.0	1.0	0.799	1.0	0.91	1.0	1.0	1.0	0.97	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0F74C069F	COL9A1_a10b1 complex	simple:P20849	complex:a10b1 complex	ENSG00000112280		True	False	False	curated	True	1.0	0.0	1.0	1.0	1.0	0.655	0.162	0.898	0.0	0.787	1.0	0.97	0.565	0.102	0.141	0.0	0.393	0.465	0.576	0.291	0.051	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.021	1.0	1.0	1.0	0.676	0.132	1.0	0.0	0.97	1.0	1.0	0.667	0.132	1.0	0.03	1.0	1.0	1.0	0.736	0.222
CPI-SC041DEF0FB	COL5A1_a10b1 complex	simple:P20908	complex:a10b1 complex	ENSG00000130635		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.97	0.82	0.7	0.88	0.85	0.88	0.82	0.73	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.838	1.0	1.0	1.0	1.0	0.889	1.0	0.82	1.0	1.0	1.0	1.0	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0C907A888	COL8A2_a10b1 complex	simple:P25067	complex:a10b1 complex	ENSG00000171812		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC08B1D5269	COL5A3_a10b1 complex	simple:P25940	complex:a10b1 complex	ENSG00000080573		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0F8101D41	COL8A1_a10b1 complex	simple:P27658	complex:a10b1 complex	ENSG00000144810		True	False	False	curated	True	1.0	0.868	1.0	1.0	1.0	0.97	0.94	1.0	0.85	1.0	1.0	1.0	1.0	0.859	1.0	0.546	1.0	1.0	1.0	0.889	0.606	1.0	0.385	1.0	1.0	1.0	1.0	0.547	1.0	0.474	1.0	1.0	1.0	0.919	0.606	1.0	0.697	0.97	1.0	1.0	0.919	0.757	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC08E75294D	COL15A1_a10b1 complex	simple:P39059	complex:a10b1 complex	ENSG00000204291		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.97	1.0	1.0	1.0	1.0	1.0	1.0	0.94	1.0	1.0	1.0	1.0	0.94	0.291	0.171	0.321	0.291	0.261	0.261	0.171	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.94	1.0	1.0	1.0	1.0	0.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0017F527E	COL18A1_a10b1 complex	simple:P39060	complex:a10b1 complex	ENSG00000182871		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC00C0800EB	COL4A4_a10b1 complex	simple:P53420	complex:a10b1 complex	ENSG00000081052		True	False	False	curated	True	0.718	0.0	0.727	0.94	0.799	0.565	0.162	1.0	0.453	0.97	1.0	1.0	0.97	0.585	0.97	0.504	0.919	0.97	1.0	0.859	0.555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.223	0.141	0.334	0.526	0.454	0.274	0.192	1.0	0.504	0.97	1.0	0.94	0.91	0.474	0.355	0.0	0.496	0.589	0.487	0.415	0.192
CPI-SC0A3F146C2	COL4A3_a10b1 complex	simple:Q01955	complex:a10b1 complex	ENSG00000169031		True	False	False	curated	True	0.405	0.0	0.525	0.615	0.585	0.432	0.081	0.496	0.201	0.646	0.67	0.637	0.556	0.243	0.859	0.577	0.94	0.979	0.97	0.868	0.577	0.373	0.193	0.445	0.445	0.466	0.373	0.244	0.94	0.535	0.859	0.97	1.0	0.889	0.676	0.807	0.435	0.807	0.888	0.918	0.666	0.465	0.859	0.414	0.889	0.94	0.91	0.847	0.525
CPI-SC008F4294F	COL7A1_a10b1 complex	simple:Q02388	complex:a10b1 complex	ENSG00000114270		True	False	False	curated	True	0.667	0.0	0.727	0.94	0.799	0.535	0.102	0.876	0.12	0.846	0.948	0.918	0.714	0.282	1.0	0.402	1.0	1.0	1.0	1.0	0.556	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.345	1.0	1.0	1.0	0.799	0.444	1.0	0.471	1.0	1.0	1.0	0.979	0.594	0.0	0.0	0.0	0.042	0.03	0.0	0.0
CPI-SC0A199B69E	COL10A1_a10b1 complex	simple:Q03692	complex:a10b1 complex	ENSG00000123500		True	False	False	curated	True	1.0	0.0	0.979	1.0	1.0	0.808	0.192	1.0	0.03	0.979	1.0	1.0	0.889	0.222	0.252	0.051	0.474	0.516	0.546	0.363	0.132	1.0	0.192	1.0	1.0	1.0	0.667	0.282	1.0	0.243	1.0	1.0	1.0	0.838	0.444	0.547	0.09	0.718	0.85	0.769	0.556	0.252	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC015980AEB	COL14A1_a10b1 complex	simple:Q05707	complex:a10b1 complex	ENSG00000187955		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0F94B2CF9	COL16A1_a10b1 complex	simple:Q07092	complex:a10b1 complex	ENSG00000084636		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.273	0.201	0.444	0.483	0.504	0.414	0.231	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC05565E8CE	COL4A6_a10b1 complex	simple:Q14031	complex:a10b1 complex	ENSG00000197565		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.595	0.0	0.654	1.0	0.828	0.433	0.102	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC0517A327B	COL9A3_a10b1 complex	simple:Q14050	complex:a10b1 complex	ENSG00000092758		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC067EE23E1	COL9A2_a10b1 complex	simple:Q14055	complex:a10b1 complex	ENSG00000049089		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.91	1.0	1.0	1.0	1.0	0.97	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.739	0.465	0.799	0.79	0.739	0.709	0.547	0.97	0.97	0.97	0.97	0.97	0.97	0.97
CPI-SC05D8C0EF5	COL28A1_a10b1 complex	simple:Q2UY09	complex:a10b1 complex	ENSG00000215018		True	False	False	curated	True	0.979	0.0	0.957	1.0	1.0	0.736	0.222	1.0	0.03	0.97	1.0	1.0	0.868	0.252	0.769	0.175	0.82	1.0	0.85	0.619	0.226	0.184	0.021	0.385	0.418	0.346	0.304	0.133	0.94	0.123	0.829	1.0	1.0	0.727	0.234	0.021	0.0	0.162	0.132	0.132	0.072	0.0	0.111	0.03	0.333	0.486	0.384	0.231	0.051
CPI-SC0725E3A76	COL13A1_a10b1 complex	simple:Q5TAT6	complex:a10b1 complex	ENSG00000197467		False	False	False	curated	True	1.0	0.0	1.0	1.0	1.0	0.94	0.222	0.799	0.03	0.847	1.0	0.889	0.715	0.132	1.0	0.123	1.0	1.0	1.0	0.787	0.324	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.112	1.0	1.0	1.0	0.697	0.244	1.0	0.183	1.0	1.0	1.0	0.799	0.324	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0C9CBDD21	COL27A1_a10b1 complex	simple:Q8IZC6	complex:a10b1 complex	ENSG00000196739		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.97	0.97	1.0	1.0	1.0	0.97	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.688	0.628	0.688	0.688	0.688	0.688	0.658
CPI-SC0BA1D5E00	COL22A1_a10b1 complex	simple:Q8NFW1	complex:a10b1 complex	ENSG00000169436		True	False	False	curated	True	0.97	0.0	0.97	1.0	1.0	0.817	0.192	1.0	0.021	1.0	1.0	1.0	0.94	0.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.201	0.111	0.363	0.282	0.312	0.192	0.111	0.346	0.082	0.589	0.538	0.568	0.457	0.184	0.97	0.141	0.94	1.0	1.0	0.787	0.324	0.838	0.112	0.817	1.0	0.97	0.685	0.274
CPI-SC02131C05A	COL12A1_a10b1 complex	simple:Q99715	complex:a10b1 complex	ENSG00000111799		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC06B4C6DD5	COL17A1_a10b1 complex	simple:Q9UMD9	complex:a10b1 complex	ENSG00000065618		True	False	False	curated	True	1.0	0.0	0.97	1.0	1.0	0.625	0.192	1.0	0.0	1.0	1.0	1.0	0.676	0.162	0.082	0.0	0.355	0.517	0.517	0.253	0.051	1.0	0.0	1.0	1.0	1.0	0.625	0.192	0.94	0.0	0.859	1.0	0.94	0.667	0.132	0.808	0.0	0.736	1.0	1.0	0.544	0.102	1.0	0.03	1.0	1.0	1.0	0.736	0.192
CPI-SC07E0348EF	COL6A6_a11b1 complex	simple:A6NMZ7	complex:a11b1 complex	ENSG00000206384		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC0F7E26271	COL1A1_a11b1 complex	simple:P02452	complex:a11b1 complex	ENSG00000108821		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.705	0.735	0.757	1.0	0.846	0.705	0.15	0.484	0.462	0.565	1.0	0.484	0.522	0.09	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SC0A8902C85	COL3A1_a11b1 complex	simple:P02461	complex:a11b1 complex	ENSG00000168542		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SC0A0532ADC	COL4A1_a11b1 complex	simple:P02462	complex:a11b1 complex	ENSG00000187498		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.231	1.0	1.0	1.0	1.0	1.0	1.0	0.162	0.171	0.171	0.231	1.0	0.201	0.171	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.141	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SC0CFF5E19D	FN1_a11b1 complex	simple:P02751	complex:a11b1 complex	ENSG00000115414		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.304	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.171	0.171	0.231	1.0	0.282	0.252	0.0	0.97	0.97	1.0	1.0	0.97	0.97	0.153	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SC0DF641DAA	COL5A2_a11b1 complex	simple:P05997	complex:a11b1 complex	ENSG00000204262		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.94	0.97	0.94	1.0	0.94	0.97	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.03	0.718	0.727	0.808	1.0	0.817	0.718	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SC0681D30FE	COL1A2_a11b1 complex	simple:P08123	complex:a11b1 complex	ENSG00000164692		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.03	1.0	1.0	1.0	1.0	1.0	1.0	0.283	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.91	0.91	0.97	1.0	0.97	0.91	0.123	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SC02017BE74	COL4A2_a11b1 complex	simple:P08572	complex:a11b1 complex	ENSG00000134871		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.504	0.534	0.585	1.0	0.654	0.564	0.0	0.0	0.0	0.0	1.0	0.03	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SC0861656EC	COL11A1_a11b1 complex	simple:P12107	complex:a11b1 complex	ENSG00000060718		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.97	1.0	1.0	1.0	1.0	0.0	1.0	0.97	1.0	1.0	1.0	1.0	0.0	1.0	0.97	1.0	1.0	1.0	1.0	0.0	0.97	0.97	1.0	1.0	1.0	1.0	0.0	0.97	0.94	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.171	1.0	0.171	0.06	0.0
CPI-SC04085F9F9	COL6A1_a11b1 complex	simple:P12109	complex:a11b1 complex	ENSG00000142156		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.355	0.325	0.415	1.0	0.436	0.406	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.787	0.766	0.847	1.0	0.787	0.868	0.03	0.355	0.355	0.415	1.0	0.385	0.406	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SC0A54B5323	COL6A2_a11b1 complex	simple:P12110	complex:a11b1 complex	ENSG00000142173		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SC0ECFACED2	COL6A3_a11b1 complex	simple:P12111	complex:a11b1 complex	ENSG00000163359		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.223	0.949	0.949	0.97	1.0	1.0	1.0	0.06	1.0	1.0	1.0	1.0	1.0	1.0	0.15	1.0	1.0	1.0	1.0	1.0	1.0	0.111	0.0	0.0	0.0	1.0	0.0	0.0	0.0
